name,affiliation,homepage,scholarid
Yixian Chen,Zhejiang University,,NOSCHOLARPAGE
Yizhi Xu,Zhejiang University,,NOSCHOLARPAGE
Yizhu Chen,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yla R. Tausczik,University of Maryland - College Park,,NOSCHOLARPAGE
Ylva Almquist,Stockholm University,,NOSCHOLARPAGE
Yong Gao 0001,University of British Columbia,,NOSCHOLARPAGE
Yong Li 0037,Beijing University of Technology,,NOSCHOLARPAGE
Yong Liu 0013,York University,,NOSCHOLARPAGE
Yong Yuan,Renmin University of China,,NOSCHOLARPAGE
Yong-Hak Kim,Yonsei University,,NOSCHOLARPAGE
Yongdong Wang,Zhejiang University,,NOSCHOLARPAGE
Yonglin Tian,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yongping Zhang,Beihang University,,NOSCHOLARPAGE
Yongren Shi,University of Iowa,,NOSCHOLARPAGE
Yongshuai Liu,UESTC,,NOSCHOLARPAGE
Yongxia Sun,Hunan University,,NOSCHOLARPAGE
Yongzhong He,Beijing Jiaotong University,,NOSCHOLARPAGE
Yoram M. Kalman,Open University,,NOSCHOLARPAGE
Yoshi Fujiwara,University of Hyogo,,NOSCHOLARPAGE
Yoshihisa Kashima,University of Melbourne,,NOSCHOLARPAGE
Yoshiyuki Arata,Research Institute of Economy,,NOSCHOLARPAGE
Yothin Sawangdee,Mahidol University,,NOSCHOLARPAGE
Youdinghuan Chen,Dartmouth College,,NOSCHOLARPAGE
Youyang Qu,Deakin University,,NOSCHOLARPAGE
Yu Gu 0003,Hefei University of Technology,,NOSCHOLARPAGE
Yu Luo 0003,University of Delaware,,NOSCHOLARPAGE
Yu Xiao 0001,Aalto University,,NOSCHOLARPAGE
Yu-Dang Wei,Renmin University of China,,NOSCHOLARPAGE
Yu-Fang Chiu,National Chiao Tung University,,NOSCHOLARPAGE
Yu-Hsien Peng,National Tsing Hua University,,NOSCHOLARPAGE
Yuan Hsiao,University of Washington,,NOSCHOLARPAGE
Yuan Liu 0002,Northeastern University,,NOSCHOLARPAGE
Yuan Yuan 0012,Guilin University of Electronic Technology,,NOSCHOLARPAGE
Yuan Zhang 0006,UESTC,,NOSCHOLARPAGE
Yuanzhuo Wang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Yubao Wu,Georgia State University,,NOSCHOLARPAGE
Yubo Jia,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Yubo Kou,Florida State University,,NOSCHOLARPAGE
Yuchen Sun,Dalian University of Technology,,NOSCHOLARPAGE
Yucheng Dong,Sichuan University,,NOSCHOLARPAGE
Yue-Jiao Gong,South China University of Technology,,NOSCHOLARPAGE
Yuejin Tan,National University of Defense Technology,,NOSCHOLARPAGE
Yufang Wang,Tianjin University,,NOSCHOLARPAGE
Yufeng Wang 0001,Nanjing University,,NOSCHOLARPAGE
Yufeng Yao,University of the West of England,,NOSCHOLARPAGE
Yuguo Chen,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Yuhan Chai,Guangzhou University,,NOSCHOLARPAGE
Yuhang Jiao 0001,Central University of Finance and Economics,,NOSCHOLARPAGE
Yuhua Li 0003,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Yuki Yasuda,University of Tokyo,,NOSCHOLARPAGE
Yulei Wu,University of Exeter,,NOSCHOLARPAGE
Yun Feng,City University of Hong Kong,,NOSCHOLARPAGE
Yun Huang 0001,Northwestern University,,NOSCHOLARPAGE
Yun Huang 0003,Syracuse University,,NOSCHOLARPAGE
Yun Xiang,Zhejiang University,,NOSCHOLARPAGE
Yun Xin,Zhejiang Normal University,,NOSCHOLARPAGE
Yung-Yin Lo,National Taiwan University,,NOSCHOLARPAGE
Yunhe Feng,University of Tennessee,,NOSCHOLARPAGE
Yunpeng Xiao,Chongqing University,,NOSCHOLARPAGE
Yunpeng Zhao,George Mason University,,NOSCHOLARPAGE
Yunsong Chen,Nanjing University,,NOSCHOLARPAGE
Yunzhong Liu,Arizona State University,,NOSCHOLARPAGE
Yuping Zhang,Shanghai Normal University,,NOSCHOLARPAGE
Yuqi Fan,Hefei University of Technology,,NOSCHOLARPAGE
Yuqing Mao,Nanjing University,,NOSCHOLARPAGE
Yuqing Sun,Shandong University,,NOSCHOLARPAGE
Yuqing Zhu 0002,California State University at Los Angeles,,NOSCHOLARPAGE
Yuri Kalnysh,Ukrainian Academy of Public Service,,NOSCHOLARPAGE
Yuri Takhteyev,University of Toronto,,NOSCHOLARPAGE
Yutong Li,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Yuval Elovici,Ben-Gurion University of the Negev,,NOSCHOLARPAGE
Yuval Kalish,The Hebrew University,,NOSCHOLARPAGE
Yuyu Yin,Hangzhou Dianzi University,,NOSCHOLARPAGE
Yves Zenou,Stockholm University,,NOSCHOLARPAGE
Zachariah Sutton,University of Connecticut,,NOSCHOLARPAGE
Zachary Navabi,Ohio State University,,NOSCHOLARPAGE
Zachary Neal,Michigan State University,,NOSCHOLARPAGE
Zachary P. Neal,Michigan State University,,NOSCHOLARPAGE
Zack W. Almquist,University of California - Irvine,,NOSCHOLARPAGE
Zahra Ashktorab,IBM,,NOSCHOLARPAGE
Zahraa Said Abdallah,Monash University,,NOSCHOLARPAGE
Zainab Al Latifah,Yarmouk University,,NOSCHOLARPAGE
Zehong Hu,Nanyang Technological University,,NOSCHOLARPAGE
Zeljka Tonkovic,University of Zadar,,NOSCHOLARPAGE
Zengxiang Li,Digital Research Institute,,NOSCHOLARPAGE
Zepeng Li,Lanzhou University,,NOSCHOLARPAGE
Zexun Jiang,Tsinghua University,,NOSCHOLARPAGE
Zeya Zhao,Chinese Academy of Sciences,,NOSCHOLARPAGE
Zeynep Ertem,Texas A&M University,,NOSCHOLARPAGE
Zhanyang Xu,Nanjing University,,NOSCHOLARPAGE
Zhao Zhang 0002,Zhejiang Normal University,,NOSCHOLARPAGE
Zhaosong Huang,Zhejiang University,,NOSCHOLARPAGE
Zhaozhong Zhang,Cranfield University,,NOSCHOLARPAGE
Zhe Liu 0002,IBM,,NOSCHOLARPAGE
Zhe Xiao,Institute of High Performance Computing,,NOSCHOLARPAGE
Zhefu Wu,Zhejiang University,,NOSCHOLARPAGE
Zhehui Zhong,University of Waterloo,,NOSCHOLARPAGE
Zhen Wang 0013,Hangzhou Dianzi University,,NOSCHOLARPAGE
Zhenchuan Li,Tongji University,,NOSCHOLARPAGE
Zhendong Niu,Chinese Academy of Sciences,,NOSCHOLARPAGE
Zheng Dong 0002,Wayne State University,,NOSCHOLARPAGE
Zheng Lu 0005,University of Tennessee,,NOSCHOLARPAGE
Zheng Yan 0002,Aalto University,,NOSCHOLARPAGE
Zhenkun Zhou,Beihang University,,NOSCHOLARPAGE
Zhenwen Zhang,Lanzhou University,,NOSCHOLARPAGE
Zhenyu Zhou,North China Electric Power University,,NOSCHOLARPAGE
Zhi Huang,University of Kent,,NOSCHOLARPAGE
Zhi Liu 0002,University of Electro-Communications,,NOSCHOLARPAGE
Zhi Tian,George Mason University,,NOSCHOLARPAGE
Zhi-Hui Zhan,South China University of Technology,,NOSCHOLARPAGE
Zhi-Jie Wang 0009,Chongqing University,,NOSCHOLARPAGE
Zhian Ren,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Zhihe Wang,Northwest Normal University,,NOSCHOLARPAGE
Zhihong Tian,Guangzhou University,,NOSCHOLARPAGE
Zhihua Guo,Lanzhou University,,NOSCHOLARPAGE
Zhijin Wu,Brown University,,NOSCHOLARPAGE
Zhiling Luo,Zhejiang University,,NOSCHOLARPAGE
Zhiming Jiang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Zhipeng Cai 0001,Georgia State University,,NOSCHOLARPAGE
Zhiwei Zhao,UESTC,,NOSCHOLARPAGE
Zhiyi Hu,Wuhan University,,NOSCHOLARPAGE
Zhiyi Lu,University of Hong Kong,,NOSCHOLARPAGE
Zhiyong Feng 0002,Tianjin University,,NOSCHOLARPAGE
Zhong Ming 0001,Shenzhen University,,NOSCHOLARPAGE
Zhongyuan Jiang,Xidian University,,NOSCHOLARPAGE
Zhongyuan Ruan,Zhejiang University,,NOSCHOLARPAGE
Zhou Su,Shanghai University,,NOSCHOLARPAGE
Zhuhong You,Chinese Academy of Sciences,,NOSCHOLARPAGE
Zhujin Zhang,Zhengzhou University,,NOSCHOLARPAGE
Zhulou Cao,Shandong University,,NOSCHOLARPAGE
Zhuming Bi,Indiana University,,NOSCHOLARPAGE
Zi Huang,University of Queensland,,NOSCHOLARPAGE
Zi'ang Ding,Microsoft,,NOSCHOLARPAGE
Zia Ul-Qayyum,Allama Iqbal Open University,,NOSCHOLARPAGE
Zikai Zhang,Beijing Jiaotong University,,NOSCHOLARPAGE
Ziqiang Shi,Zhejiang University,,NOSCHOLARPAGE
Zizhong Huang,National University of Defense Technology,,NOSCHOLARPAGE
Zoltán Kmetty,Eotvos Lorand University Faculty of Social Sciences,,NOSCHOLARPAGE
Zonghua Zhang,Institut Mines-Tlcom,,NOSCHOLARPAGE
Zsófia Boda,ETH Zurich,,NOSCHOLARPAGE
Zsolt Katona,University of California - Berkeley,,NOSCHOLARPAGE
Zsolt Unoka,Semmelweis University,,NOSCHOLARPAGE
George Cybenko,Dartmouth College,,
H. Vincent Poor,Princeton University,,
Vivek Kumar Singh 0007,Massachusetts Institute of Technology,,
Joshua D. Guzman,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,
Richard F. Deckro,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,
James F. Morris,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,
Nicholas A. Ballester,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,
Mingming Chen,Tsinghua University,,
Konstantin Kuzmin,Rennselaer Polytechnic Institute,,
Alexander G. Tartakovsky,University of Connecticut,,
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences,,
Philipp Singer,Graz University of Technology,,
Markus Strohmaier,GESIS - Leibniz Institute for the Social Sciences,,
Bernardo A. Huberman,HP Labs,,
Guy Zyskind,MIT Media Lab,,
Oren Lederman,MIT Media Lab,,
Alex Pentland,MIT Media Lab,,
Amos Azaria,Carnegie Mellon University,,
Ariella Richardson,Lev Academic Center,,
Jure Leskovec,Stanford University,,
Eric Horvitz,Microsoft,,
Vikram Krishnamurthy,University of British Columbia,,
William Hoiles,University of British Columbia,,
Md. Imrul Kayes,University of South Florida,,
Jacob Chakareski,University of Alabama,,
Noseong Park,University of Maryland - College Park,,
Tom Snitch,University of Maryland - College Park,,
Kuan Zhang,University of Waterloo,,
Xiaohui Liang,University of Massachusetts,,
Rongxing Lu,Nanyang Technological University,,
Xuemin Shen,University of Waterloo,,
Li Lu 0001,UESTC,,
Yongshuai Liu,UESTC,,
Majed A. AlRubaian,King Saud University,,
Hongyang Zhao,Zhejiang University,,
Huan Zhou 0002,Zhejiang University,,
Chengjue Yuan,Shanghai Jiao Tong University,,
Yinghua Huang,Zhejiang University,,
Jiming Chen 0001,Zhejiang University,,
Zheng Yan 0002,Aalto University,,
Gang Liang,McGill University,,
Wenbo He,McGill University,,
Chun Xu,Sichuan University,,
Liangyin Chen,Sichuan University,,
Jinquan Zeng,UESTC,,
Prem Prakash Jayaraman,RMIT University,,
Zahraa Said Abdallah,Monash University,,
Shonali Krishnaswamy,Institute for Infocomm Research (I2R),,
Arkady B. Zaslavsky,CSIRO,,
Rajiv Ranjan,Newcastle University,,
Man Lin,St. Francis Xavier University,,
Katsuya Suto,Tohoku University,,
Keisuke Miyanabe,Tohoku University,,
Hiroki Nishiyama 0001,Tohoku University,,
Nei Kato,Tohoku University,,
Mi Wen,Shanghai University,,
He Li 0001,Muroran Institute of Technology,,
Jingsheng Lei,Shanghai University,,
Chunhua Gu,Shanghai University,,
Zhou Su,Shanghai University,,
Yang Liu 0064,Michigan Technological University,,
Shiyan Hu,Michigan Technological University,,
Yuan Zhang 0006,UESTC,,
Chunxiang Xu,UESTC,,
Hongwei Li 0001,Chinese Academy of Sciences,,
Charith Perera,Open University,,
Dumidu S. Talagala,University of Surrey,,
Chi Harold Liu,Beijing Institute of Technology,,
Júlio Cezar Estrella,University of São Paulo,,
Nikos Tziritas,Chinese Academy of Sciences,,
Thanasis Loukopoulos,University of Thessaly,,
Samee U. Khan,Dakota State University,,
Cheng-Zhong Xu 0001,Chinese Academy of Sciences,,
Sudip Misra,IIT Kharagpur,,
Sumit Goswami,IIT Kharagpur,,
Farshad Salimi Naneh Karan,University of Tennessee,,
Subhadeep Chakraborty,University of Tennessee,,
Erica Briscoe,Georgia Institute of Technology,,
Darren Scott Appling,Georgia Institute of Technology,,
Joel Schlosser,Georgia Institute of Technology,,
Zhe Liu 0002,IBM,,
Bernard J. Jansen,Qatar Computing Research Institute,,
Chao Chen 0015,Deakin University,,
Jun Zhang 0010,Deakin University,,
Yi Xie 0002,Sun Yat-sen University,,
Yang Xiang 0001,Deakin University,,
Mohammad Mehedi Hassan,King Saud University,,
Abdulhameed Alelaiwi,King Saud University,,
Yang Liu 0046,New Jersey Institute of Technology,,
Songhua Xu,New Jersey Institute of Technology,,
Sarah A. Marshall,Wake Forest School of Medicine,,
Nancy E. Avis,Wake Forest School of Medicine,,
Edward H. Ip,Wake Forest School of Medicine,,
Ngot Bui,Pennsylvania State University,,
John Yen,Pennsylvania State University,,
Vasant G. Honavar,Pennsylvania State University,,
Alireza Farasat,University at Buffalo,,
Geoff A. Gross,University at Buffalo,,
Alexander G. Nikolaev,University at Buffalo,,
Behrouz Jedari,Dalian University of Technology,,
Laurence Tianruo Yang,St. Francis Xavier University,,
Mehwish Nasim,University of Konstanz,,
Raphaël Charbey,Telecom ParisTech,,
Ulrik Brandes,University of Konstanz,,
Srinka Basu,University of Kalyani,,
Ujjwal Maulik,Jadavpur University,,
Oishik Chatterjee,Jadavpur University,,
Camellia Sarkar,IIT Indore,,
Sarika Jalan,IIT Indore,,
Guangmo Amo Tong,University of Texas at Dallas,,
Shasha Li,Zhejiang University,,
Torin Stepan,University of Alberta,,
Jason M. Morawski,University of Alberta,,
Scott Dick,University of Alberta,,
James Miller 0001,University of Alberta,,
Yuqing Mao,Nanjing University,,
Haifeng Shen,Flinders University,,
Xiwang Yang,York University,,
Chao Liang,York University,,
Miao Zhao,The Hong Kong Polytechnic University,,
Hongwei Wang 0004,Shanghai Jiao Tong University,,
Hao Ding 0006,York University,,
Yong Liu 0013,York University,,
Negar Foroutan Eghlidi,Shiraz University,,
Ali Hamzeh,Shiraz University,,
Anup K. Kalia,IBM,,
Norbou Buchler,U.S. Army Research Laboratory,,
Arwen H. DeCostanza,U.S. Army Research Laboratory,,
Sang Peter Chin,Boston University,,
Alison Albin,Johns Hopkins University,,
Mykola Hayvanovych,Johns Hopkins University,,
Elizabeth Reilly,Johns Hopkins University,,
Jacob Harer,Boston University,,
Yuqing Zhu 0002,California State University at Los Angeles,,
Abigail Paradise,Ben-Gurion University of the Negev,,
Asaf Shabtai,Ben-Gurion University of the Negev,,
Rami Puzis,Ben-Gurion University of the Negev,,
Aviad Elyashar,Ben-Gurion University of the Negev,,
Yuval Elovici,Ben-Gurion University of the Negev,,
Yantao Jia,Chinese Academy of Sciences,,
Yuanzhuo Wang,Chinese Academy of Sciences,,
Xiaolong Jin,Chinese Academy of Sciences,,
Zeya Zhao,Chinese Academy of Sciences,,
Xueqi Cheng,Chinese Academy of Sciences,,
Keith Paarporn,Georgia Institute of Technology,,
Ceyhun Eksin,Georgia Institute of Technology,,
Joshua S. Weitz,Georgia Institute of Technology,,
Jeff S. Shamma,King Abdullah University of Science and Technology,,
Denis Gracanin,Virginia Tech,,
Hicham G. Elmongui,Alexandria University,,
Geoffrey P. Morgan,Carnegie Mellon University,,
Michael J. Lanham,United States Military Academy,,
Rahul Potharaju,Microsoft,,
Mizanur Rahman,Florida International University,,
Bogdan Carbunar,Florida International University,,
Kuang Xu,University of Hong Kong,,
Yuan Liu 0002,Northeastern University,,
Quanyan Zhu,York University,,
Daniel Zeng,Chinese Academy of Sciences,,
Corey Pennycuff,University of Notre Dame,,
Xingyi Zhang,Anhui University,,
Congtao Wang,Anhui University,,
Yansen Su,Anhui University,,
Linqiang Pan,Huazhong University of Science and Technology,,
Hai-Feng Zhang 0003,Anhui University,,
Poonam Yadav,University of Cambridge,,
Ioannis Charalampidis,CERN,,
Jeremy Cohen,Imperial College London,,
John Darlington,Imperial College London,,
François Grey,University of Geneva,,
José Aguilar 0001,University of Los Andes,,
Gerardo Garcia,University of Los Andes,,
Cheng-Te Li,National Cheng Kung University,,
Shou-De Lin,National Taiwan University,,
Diego Perna,University of Calabria,,
Roberto Interdonato,University of Calabria,,
Andrea Tagarelli,University of Calabria,,
Sarbani Roy,Jadavpur University,,
Congyu Wu,University of Virginia,,
Matthew S. Gerber,University of Virginia,,
Yang Xing,Cranfield University,,
Chen Lv,Cranfield University,,
Zhaozhong Zhang,Cranfield University,,
Huaji Wang,Cranfield University,,
Xiaoxiang Na,University of Cambridge,,
Efstathios Velenis,Cranfield University,,
Klimis S. Ntalianis,Athens University of Applied Sciences,,
Anastasios D. Doulamis,University of Athens,,
Nikos E. Mastorakis,Technical University of Sofia,,
Alun D. Preece,Cardiff University,,
Irena Spasic,Cardiff University,,
Kieran Evans,Cardiff University,,
David H. Rogers,Cardiff University,,
William M. Webberley,Cardiff University,,
Colin Roberts,Cardiff University,,
Martin Innes,Cardiff University,,
Yahui Wu,National University of Defense Technology,,
Su Deng,National University of Defense Technology,,
Hongbin Huang,National University of Defense Technology,,
Yung-Yin Lo,National Taiwan University,,
Wanjiun Liao,National Taiwan University,,
Ying-Chin Lee,National Tsing Hua University,,
Surendra Sedhai,Nanyang Technological University,,
Aixin Sun,Nanyang Technological University,,
Eugene Santos,Dartmouth College,,
Jeremy E. Thompson,Dartmouth College,,
Yan Zhao 0005,Dartmouth College,,
Vairavan Murugappan,Illinois Institute of Technology,,
Jacob Russell,Dartmouth College,,
Rong-Kuan Shen,Shih Hsin University,,
Yi-Nan Lin,Ming Chi University of Technology,,
Tong-Ying Tony Juang,National Taipei University,,
Victor R. L. Shen,Chaoyang University of Technology,,
Soo Yong Lim,National Taipei University,,
Alex Cassidy,Washington University in St. Louis,,
Eric Cawi,Washington University in St. Louis,,
Arye Nehorai,Washington University in St. Louis,,
Stavros Souravlas,University of Macedonia,,
Angelo Sifaleras,University of Macedonia,,
Shuo Liu 0005,Institute of Forensic Science,,
Eleni Stai,EPFL,,
Eirini Milaiou,University of Athens,,
Rongsheng Dong,Guilin University of Electronic Technology,,
Guoyong Cai,Guilin University of Electronic Technology,,
Shrisha Rao,International Institute of Information Technology,,
Wayes Tushar,University of Queensland,,
Wen-Tai Li,Singapore University of Technology and Design,,
David B. Smith 0001,CSIRO,,
Tapan Kumar Saha,University of Queensland,,
Kristin L. Wood,Singapore University of Technology and Design,,
Chunming Rong,University of Stavanger,,
Cong Yang,University of Siegen,,
Olaf Flak,University of Silesia,,
Marcin Grzegorzek,University of Economics in Katowice,,
Ji Li 0007,Georgia State University,,
Jinbao Wang,Harbin Institute of Technology,,
Alireza Louni,Stevens Institute of Technology,,
K. P. Subbalakshmi,Stevens Institute of Technology,,
Yishi Lin,Chinese University of Hong Kong,,
John C. S. Lui,Chinese University of Hong Kong,,
Stephen L. France,Mississippi State University,,
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee,,
William H. Batchelder,University of California - Irvine,,
Eugenius Kaszkurewicz,Federal University of Rio de Janeiro,,
Amit Bhaya,Federal University of Rio de Janeiro,,
Pei-Yuan Zhou,The Hong Kong Polytechnic University,,
Keith C. C. Chan,The Hong Kong Polytechnic University,,
Carol Xiaojuan Ou,Tilburg University,,
Ashish Sharma 0004,IIT Kharagpur,,
Alan Kuhnle,University of Florida,,
Md Abdul Alim,University of Florida,,
Huiling Zhang,University of Florida,,
My T. Thai,University of Florida,,
Xixi Li,Chongqing University,,
Haohan Wang,Carnegie Mellon University,,
Yanbing Liu,Chongqing University,,
William A. Wallace,Rensselaer Polytechnic Institute,,
Ghita Mezzour,International University of Rabat,,
William Frankenstein,Georgetown University,,
L. Richard Carley,Carnegie Mellon University,,
Wei Wang 0088,Huazhong University of Science and Technology,,
Siwei Liao,Huazhong University of Science and Technology,,
Dexiang Yin,Huazhong University of Science and Technology,,
M. Jamal Deen,McMaster University,,
Kamal Taha,Khalifa University,,
Mingming Zhou,Zhejiang University,,
Chenbo Fu,Zhejiang University,,
Yun Xiang,Zhejiang University,,
Zhefu Wu,Zhejiang University,,
Vladimir Filkov,University of California - Davis,,
Jin-Hee Cho,U.S. Army Research Laboratory,,
Kashif Zia,Sohar University,,
Dinesh Kumar Saini,Sohar University,,
Arshad Muhammad 0001,Sohar University,,
Alois Ferscha,Johannes Kepler University,,
Noha Alduaiji,Majmaah University,,
Shuofeng Wang,Tsinghua University,,
Petros A. Ioannou,University of Southern California,,
Miguel Ángel Sotelo,Polytechnic School University of Alcalá,,
Dmitri Goldenberg,Tel-Aviv University,,
Alon Sela,Ariel University,,
Erez Shmueli,Tel-Aviv University,,
Pratik Chattopadhyay,IIT (BHU) Varanasi,,
Lipo Wang,Nanyang Technological University,,
Yap-Peng Tan,Nanyang Technological University,,
Lixing Wang,Northeastern University,,
Xiaochun Ni,Qingdao Academy of Intelligent Industries,,
Zehong Hu,Nanyang Technological University,,
Bay-Yuan Hsu,University of California - Santa Barbara,,
Yi-Feng Lan,Tunghai University,,
Seyyed Hadi Sajadi,Sharif University of Technology,,
Xiao Xue,Tianjin University,,
Giagia Gao,Henan Polytechnic University,,
Shufang Wang,Henan Polytechnic University,,
Zhiyong Feng 0002,Tianjin University,,
Youyang Qu,Deakin University,,
Longxiang Gao,Deakin University,,
Wanlei Zhou,University of Technology Sydney,,
Sancheng Peng,Guangdong University of Foreign Studies,,
Wanqiu Huang,Shanghai University,,
Xiaoxian Yang,Shanghai Polytechnic University,,
